,id,fdid,state,name,res_structure_fire_count,geom_id,source
366,91356,25D01,WA,Pacific County Fire District #1,161,5750,unincorporatedplace
367,89306,25109,WV,Moundsville Volunteer Fire Department  Inc.,160,10982,incorporatedplace
368,77073,10705,MO,Central Taney County Fire Protection District,160,33629,minorcivildivision
369,88032,83019,OH,Mason Fire Department,160,15044,incorporatedplace
370,84828,0168,OR,Illinois Valley Rural Fire Protection District,160,15274,incorporatedplace
371,73691,SP502,TX,Annaville Volunteer Fire Department,160,45799,minorcivildivision
372,81312,09411,MO,Farmington Fire Department,160,4624,incorporatedplace
373,95267,05121,NC,Smithfield Fire Department,159,19737,incorporatedplace
374,86084,21305,SC,Lake City Fire Deptartment,159,13470,incorporatedplace
375,88217,SA308,TX,MCESD#2/ Montgomery Fire Department,159,14688,incorporatedplace
376,84036,DN602,TX,Hereford Fire Department,159,10649,incorporatedplace
377,99351,37D07,WA,Whatcom County Fire Protection District Number 7,158,9418,incorporatedplace
378,95516,0543,OR,South Lane County Fire & Rescue,158,11821,incorporatedplace
379,99012,FC211,IL,West Frankfort Fire Department,158,9180,incorporatedplace
380,92171,78171,TN,Pittman Center Community Volunteer Fire Department,158,14683,incorporatedplace
381,86012,05708,AL,Ladonia Volunteer Fire Department,158,5623,unincorporatedplace
382,93238,61018,MS,Reservoir Fire Protection District,157,35282,minorcivildivision
383,88982,10201,GA,Monroe County Emergency Services - Fire Department,157,7689,incorporatedplace
384,95876,77123,OH,Springfield Township Fire Department,157,6150,unincorporatedplace
385,81736,30005,MS,Fort Bayou Volunteer Fire Department,157,6282,unincorporatedplace
386,80714,42303,WV,Elkins Fire Department,157,10533,incorporatedplace
387,86460,LC154,IL,Lawrence Allison Fire Protection District,157,7873,incorporatedplace
388,85461,03922,MI,Kalamazoo Township Fire Department,157,6265,minorcivildivision
389,95094,01907,NC,Siler City Fire Department,156,19120,incorporatedplace
390,90119,01643,NC,Newport Fire Department,156,17030,incorporatedplace
391,88958,00902,VA,Monelison Volunteer Fire Department,156,3736,unincorporatedplace
392,77861,R0230,ME,City of Saco Fire Department,155,3061,incorporatedplace
393,83473,07703,NC,Hamlet Fire Department,155,15113,incorporatedplace
394,76917,05004,MO,Cedar Hill Fire Protection District,155,32754,minorcivildivision
395,91812,33070,CA,Perris Fire Services,154,2526,countyorequivalent
396,96536,05304,GA,Swainsboro Fire Department,154,7372,incorporatedplace
397,83791,00803,MI,Hastings Fire Department,154,3884,incorporatedplace
398,81986,A6925,KY,Franklin-Simpson Fire Rescue,154,1820,incorporatedplace
399,80315,64012,FL,East Naples Fire Control & Rescue District,153,35668,minorcivildivision
400,86427,16049,MD,Laurel Volunteer Rescue Squad/ Fire Department Company 49 (Prince Georges County Fire Department),153,4543,incorporatedplace
401,81703,00154,AL,Forestdale Fire District,153,7890,unincorporatedplace
402,78481,02105,MN,Columbia Heights Fire Department,153,3350,incorporatedplace
403,87867,18002,AR,Marion Fire Department,153,42547,minorcivildivision
404,96721,63012,OK,Tecumseh Fire Department,153,14327,incorporatedplace
405,94649,16008,MD,Seat Pleasant Volunteer Fire Company (Prince Georges County Fire Department),153,4520,incorporatedplace
406,74034,04004,MS,Attala County Fire Department,153,176,incorporatedplace
407,74597,41101,WV,Beaver Volunteer Fire Department,153,5140,unincorporatedplace
408,85014,15D02,WA,Island County Fire District No. 2,153,9435,incorporatedplace
409,99879,B8609,KY,Wolfe County Fire Department & Ambulance Service,152,619,incorporatedplace
410,84148,36107,CA,Highland Fire Department,152,6644,incorporatedplace
411,90628,17055,CA,Northshore Fire Protection District,152,8919,unincorporatedplace
412,94266,33085,CA,San Jacinto Fire Service,152,8626,incorporatedplace
413,76340,01003,NC,Calabash Volunteer Fire Department,152,18522,incorporatedplace
414,100187,17050,LA,Zachary Fire-Rescue,151,660,incorporatedplace
415,92984,CD293,IL,Rantoul Fire and Rescue,151,5941,incorporatedplace
416,99908,0416,OR,Woodburn Fire District,151,15411,incorporatedplace
417,81289,66202,MN,Faribault Fire-Rescue Department,151,4154,incorporatedplace
418,95419,78000,VA,South Boston Fire & EMS,151,13403,incorporatedplace
419,89036,GB507,TX,Montana Vista Fire Rescue  Inc,151,37697,minorcivildivision
420,99800,85212,MN,Winona Fire Department,151,4690,incorporatedplace
421,79389,06005,NC,Davidson Fire Department,150,15942,incorporatedplace
422,77851,57115,OH,City of Riverside Fire Department,150,18245,incorporatedplace
423,80300,15061,FL,East Manatee Fire Rescue District,150,41557,minorcivildivision
424,89080,MG400,KS,Montgomery County Rural Fire District #1,150,1412,minorcivildivision
425,77958,05D02,WA,Clallam County Fire District No. 2,150,11512,incorporatedplace
426,80679,05002,OK,Elk City Fire Department,150,16265,incorporatedplace
427,84935,19107,MN,Inver Grove Heights Fire Department,150,900,incorporatedplace
428,77284,13302,SC,Cheraw Fire Department,149,14338,incorporatedplace
429,88891,04011,MT,Missoula Rural Fire District,149,17475,incorporatedplace
430,85620,16033,MD,Kentland Volunteer Fire Department (Prince Georges County Fire Department),149,8631,unincorporatedplace
431,97221,27278,MA,Town of Southbridge Fire Department,149,2662,incorporatedplace
432,83513,10141,TN,Hampton Valley Forge Volunteer Fire Department,149,46219,minorcivildivision
433,97941,08248,MI,Van Buren Township Fire Department,149,8175,minorcivildivision
434,93735,08102,MO,Rolla Rural Fire Protection District,149,541,incorporatedplace
435,92801,15506,VA,Pulaski Fire Department,148,10696,incorporatedplace
436,84892,91005,IA,Indianola Fire Department,148,1102,incorporatedplace
437,86681,KR502,TX,Levelland Fire Department,148,12226,incorporatedplace
438,80711,64090,WI,Elkhorn Area Fire Department,148,10976,incorporatedplace
439,98321,04121,MI,Walker Fire Department,148,1586,incorporatedplace
440,74330,06102,WV,Barboursville Volunteer Fire Department  Inc.,147,11001,incorporatedplace
441,75484,0033,OR,Boring Fire District #59,147,21193,minorcivildivision
442,84162,06321,MI,Highland Township Fire Department,147,4580,minorcivildivision
443,94412,06414,AL,Saragossa Volunteer Fire Department,147,41949,minorcivildivision
444,85627,53020,LA,Kentwood Volunteer Fire Department,147,3404,incorporatedplace
445,84844,06310,MI,Independence Fire Department,147,4596,minorcivildivision
446,99613,05907,NC,Williamston Fire Department,147,17617,incorporatedplace
447,84783,16001,MD,Hyattsville Volunteer Fire Department (Prince Georges County Fire Department),147,4545,incorporatedplace
448,99974,MJ282,IL,Woodstock Fire Rescue District,147,7501,incorporatedplace
449,94872,02119,OH,Shawnee Township Fire Department,147,23883,minorcivildivision
450,95332,VK601,TX,Snyder Fire Department,147,11815,incorporatedplace
451,83672,SA142,IL,Harrisburg Fire Department,147,7655,incorporatedplace
452,87653,60027,NY,Mamaroneck Fire Department,146,17499,incorporatedplace
453,91363,41065,CA,Pacifica Fire Department,146,8765,incorporatedplace
454,92322,11161,TN,Pleasant View Volunteer Fire Department,146,13556,incorporatedplace
455,97334,01012,NC,Tri Beach Volunteer Fire Department,146,29084,minorcivildivision
456,80959,04307,NC,Erwin Fire Department & Rescue Squad  Inc.,146,15036,incorporatedplace
457,95568,C0240,ME,South Portland Fire Department,146,1890,minorcivildivision
458,100146,46318,SC,York Fire Department,145,13377,incorporatedplace
459,93227,09001,MD,Rescue Fire Company  Inc.,145,1266,incorporatedplace
460,85076,40003,OH,Jackson Fire Department,145,16700,incorporatedplace
461,93113,07307,MO,Redings Mill Fire Protection District,145,32583,minorcivildivision
462,98477,78145,OH,Warren Township Fire Department,145,8065,unincorporatedplace
463,74435,54001,MS,Batesville Fire Department,145,742,incorporatedplace
464,98802,27316,MA,Webster Fire Department,144,5881,unincorporatedplace
465,87588,64003,MS,Magee Volunteer Fire Department,144,1462,incorporatedplace
466,99131,70141,TN,West Polk County Fire & Rescue,144,14544,incorporatedplace
467,78062,08101,WV,Clay Volunteer Fire Department,144,9502,incorporatedplace
468,78537,KY604,TX,Commerce Fire Department,144,12036,incorporatedplace
469,78206,20003,OK,Clinton Fire Department,144,15929,incorporatedplace
470,92708,07005,UT,Price City Fire Department,144,14745,incorporatedplace
471,98293,36046,NY,Walden Fire Department,144,18158,incorporatedplace
472,92092,04119,NC,Pinecroft Sedgefield Fire District  Inc.,144,29397,minorcivildivision
473,88715,20021,DE,Mill Creek Fire Company,144,35775,minorcivildivision
474,75618,41103,WV,Bradley-Prosperity Volunteer Fire Department  Inc.,144,2028,unincorporatedplace
475,90868,10801,GA,Oconee County Fire Department,143,5831,incorporatedplace
476,81401,25111,TN,Fentress County Fire Department,143,13625,incorporatedplace
477,75937,WG501,TX,Brownfield Fire & Rescue,143,13264,incorporatedplace
478,91232,62007,IA,Oskaloosa Fire Department,143,547,incorporatedplace
479,98260,52025,OH,Wadsworth Fire Department,143,18958,incorporatedplace
480,99912,82115,MN,Woodbury Fire Department,143,3522,incorporatedplace
481,90675,06115,MI,Norton Shores Fire Department,143,1092,incorporatedplace
482,94941,05160,CT,Shelton Volunteer Fire Department,143,6749,incorporatedplace
483,86142,60029,NY,Lake Mohegan Fire Department,143,1399,unincorporatedplace
484,85212,0265,OR,Jefferson County Fire District #1,143,10910,incorporatedplace
485,92787,46009,OK,Pryor Fire Department,142,10864,incorporatedplace
486,94100,10312,SC,Saint John's Fire District,142,17109,minorcivildivision
487,80698,71104,MN,Elk River Fire and Ambulance Service,142,3841,incorporatedplace
488,97590,20123,WV,Tyler Mountain Volunteer Fire Department,142,7264,unincorporatedplace
489,99257,KA461,TX,Westlake Volunteer Fire Department,142,46498,minorcivildivision
490,74046,24005,CA,Atwater Fire Department,142,7340,incorporatedplace
491,88024,23D02,WA,Mason County Fire District #2,142,536,unincorporatedplace
492,89558,10501,GA,Murray County Fire Department,142,6026,incorporatedplace
493,88449,84980,KY,Mercer County Fire Protection District,142,682,incorporatedplace
494,80283,WG183,IL,East Joliet Fire Protection District,142,12179,minorcivildivision
495,74856,76383,KY,Berea Fire Department,142,679,incorporatedplace
496,85148,47176,ND,Jamestown Fire Department,142,16905,incorporatedplace
497,76149,29M02,WA,Burlington Fire Department,141,10932,incorporatedplace
498,96624,11002,OK,Tahlequah Fire Department,141,13332,incorporatedplace
499,83088,28106,WV,Green Valley - Glenwood Volunteer Fire Department,141,46197,minorcivildivision
500,77039,51334,ID,Central Fire District,141,7017,incorporatedplace
501,89090,36029,NY,Montgomery Fire District,141,18197,incorporatedplace
502,86603,43196,KY,Leitchfield Fire and Rescue,141,4147,incorporatedplace
503,76020,08032,AZ,Buckeye Valley Rural Volunteer Fire Department,141,35977,minorcivildivision
504,93563,CS812,IL,Roberts Park Fire Protection District,141,6395,incorporatedplace
505,75178,12102,VA,Blacksburg Fire Department,140,11738,incorporatedplace
506,74346,66000,AR,Barling Fire Department,140,5717,incorporatedplace
507,91328,27226,MA,Oxford Fire Department,140,5438,unincorporatedplace
508,93890,57010,UT,Roy City Fire & Rescue Department,140,13614,incorporatedplace
509,75798,48000,AR,Brinkley Fire Department,139,9147,incorporatedplace
510,84387,47004,MS,Holly Springs Fire Department,139,2008,incorporatedplace
511,81262,02000,NV,Fallon/Churchill Fire Department,139,19090,incorporatedplace
512,85226,46162,PA,Jefferson Fire Company 1,139,16715,minorcivildivision
513,74985,82001,IA,Bettendorf Fire Rescue and EMS,139,1451,incorporatedplace
514,89617,28025,CA,Napa County Fire Department,139,43500,minorcivildivision
515,75704,XG501,TX,Brenham Fire Department,139,10859,incorporatedplace
516,79234,KA515,TX,Cypress Creek Volunteer Fire Department,139,46496,minorcivildivision
517,86990,DR311,TX,Little Elm Fire Department,138,14431,incorporatedplace
518,74730,39001,OH,Bellevue Fire Department,138,20097,minorcivildivision
519,73677,76001,IN,Angola Fire Department,138,1504,incorporatedplace
520,75817,KC113,IL,Bristol Kendall Fire Protection District,138,8993,incorporatedplace
521,94170,MD182,IL,Salem Fire Protection District,138,7966,incorporatedplace
522,73377,21101,MN,Alexandria Fire Department,138,3524,incorporatedplace
523,77875,29M09,WA,City of Sedro-Woolley Fire Department,138,10947,incorporatedplace
524,79723,10402,MO,Dexter Fire Department,137,477,incorporatedplace
525,83944,02102,WV,Hedgesville Volunteer Fire Company  Inc.,137,9719,incorporatedplace
526,99407,06345,MI,White Lake Township Fire Department,137,8347,minorcivildivision
527,80626,SA122,IL,Eldorado Fire Department,137,7657,incorporatedplace
528,79658,SG202,KS,Derby Fire and Rescue,137,1261,incorporatedplace
529,83329,KK409,TX,Gun Barrel City Fire Department,137,14234,incorporatedplace
530,73637,04301,NC,Anderson Creek Emergency Services,137,29398,minorcivildivision
531,78127,03404,NC,Clemmons Fire Department  Inc.,137,17337,incorporatedplace
532,88072,06014,NC,Matthews-Morningstar Volunteer Fire Department,137,17678,incorporatedplace
533,90956,09003,MS,Okolona Fire Department,137,1911,incorporatedplace
534,94855,45555,CA,Shasta Trinity National Forest,137,42468,minorcivildivision
535,76955,VP401,TX,Center Fire Department,136,14644,incorporatedplace
536,77797,66106,MN,City of Northfield Volunteer Fire Department,135,8522,minorcivildivision
537,80415,09211,NC,Eastern Wake Fire-Rescue Department  Inc.,135,29668,minorcivildivision
538,88414,64004,MS,Mendenhall Fire & Rescue,135,1461,incorporatedplace
539,97374,DD332,IL,Tri-State Fire Protection District,135,6757,incorporatedplace
540,95997,52070,LA,St. Tammany Fire Protection District 12,135,285,minorcivildivision
541,79743,45080,ND,Dickinson Fire Department,135,15804,incorporatedplace
542,85306,57303,KY,Jessamine County Fire Department,135,4342,incorporatedplace
543,79367,05974,MA,Dartmouth Fire District # 3,135,9391,unincorporatedplace
544,86126,62113,MN,Lake Johanna Fire Department,135,991,incorporatedplace
545,80880,04203,NC,Enfield Fire Department,135,29187,minorcivildivision
546,78236,02504,MI,Clio Area Fire Department,135,4821,minorcivildivision
547,99133,60018,AR,West Pulaski Fire Protection District #23,134,35480,minorcivildivision
548,74583,04011,PA,Beaver Falls Fire Department,134,14984,incorporatedplace
549,86782,53017,NY,Liberty Joint Fire Department,134,17833,incorporatedplace
550,98857,R5050,ME,Wells Fire Department,134,3638,minorcivildivision
551,76773,KY606,TX,Cash Fire Department,134,46348,minorcivildivision
552,75040,22003,MT,Big Horn County Rural Fire Department,134,17202,incorporatedplace
553,79238,06321,NC,Cypress Pointe Fire/Rescue,134,19215,incorporatedplace
554,96354,84013,IN,Sugar Creek Fire Department  Inc.,134,4240,incorporatedplace
555,90856,55104,WV,Oceana Volunteer Fire Department,134,39179,minorcivildivision
556,99679,20028,DE,Wilmington Manor Volunteer Fire Company  Inc.,134,3282,unincorporatedplace
557,96242,10131,TN,Stoney Creek Volunteer Fire Department,134,46221,minorcivildivision
558,99506,42235,SC,Whitney Area Volunteer Fire Department,134,17175,minorcivildivision
559,73558,03006,CA,Amador Fire Protection District,134,2522,countyorequivalent
560,86448,75133,TN,LaVergne Fire Department  Inc.,134,46325,minorcivildivision
561,82046,30018,NY,Freeport Fire Department,133,19537,incorporatedplace
562,92249,24025,LA,Plaquemine Fire Department,133,2169,minorcivildivision
563,73143,07301,VA,Abingdon Volunteer Fire and Rescue  Inc.,133,9005,unincorporatedplace
564,81025,49010,LA,Eunice Fire Department,133,335,incorporatedplace
565,77755,34301,SC,City of Marion Fire Department,133,12558,incorporatedplace
566,89628,35015,OH,Napoleon Fire Department,133,17241,incorporatedplace
567,92401,0472,OR,Polk County Fire District No. 1,133,11857,incorporatedplace
568,80581,XN604,TX,El Campo Fire Department,133,13067,incorporatedplace
